"x","y","ndvi_mean","ndvi_within_var","ignorance_mean","elevation","elevation_within_var","has_intersection","permutation_id"
4347400.20570149,2298041.60477484,0.167071521282196,0,103.30265045166,-2.38212323188782,0,FALSE,"61"
4347697.15821363,2300384.79237209,0.439877867698669,0,101.20344543457,-3.24198985099792,0,FALSE,"61"
4344477.68263865,2285104.93535008,0.255985617637634,0,90.0592727661133,-0.0781598091125488,0,FALSE,"61"
4347688.9282472,2299868.78135294,0.365198731422424,0,101.713829040527,-3.14768195152283,0,FALSE,"61"
4347796.58479754,2284288.85076115,0.379596263170242,0,99.7531280517578,15.1439914703369,0,FALSE,"61"
4350704.09847687,2299698.56570519,0.161943286657333,0,103.576293945312,-0.696523308753967,0,FALSE,"61"
4345814.7560403,2289172.15581349,0.465660452842712,0,71.5187225341797,7.80840635299683,0,FALSE,"61"
4344862.56271468,2288407.89314559,0.415943056344986,0,75.3028717041016,5.52374649047852,0,FALSE,"61"
4348126.95301282,2281437.87369185,0.337471395730972,0,103.585311889648,6.70829296112061,0,FALSE,"61"
4349961.50149876,2288066.32625479,0.36479640007019,0,89.2984161376953,3.374760389328,0,FALSE,"61"
4349686.57650573,2280285.94014301,0.250600606203079,0,73.7576904296875,4.13111257553101,0,FALSE,"61"
4346486.83582973,2285421.30479325,0.337938696146011,0,101.12028503418,1.65569198131561,0,FALSE,"61"
4347508.21290987,2285693.22201094,-0.0811178758740425,0,99.3295516967773,0.27632737159729,0,FALSE,"61"
4349229.82081349,2299069.41654316,0.425252616405487,0,103.325531005859,-0.867192029953003,0,FALSE,"61"
4344587.71599117,2306250.73548015,0.0768952295184135,0,92.6843338012695,-0.440227836370468,0,FALSE,"61"
4349876.44410653,2301200.5613279,0.266604155302048,0,98.6652374267578,-2.57547307014465,0,FALSE,"61"
4349206.99211414,2280608.74363255,0.332742661237717,0,78.8585891723633,12.7909250259399,0,FALSE,"61"
4349646.09645976,2284987.39606238,0.437054246664047,0,98.2657089233398,6.2556095123291,0,FALSE,"61"
4348372.84228996,2304808.19661369,0.393794506788254,0,80.9174728393555,-2.55493783950806,0,FALSE,"61"
4347118.73760893,2282460.30659336,0.448172271251678,0,104.069053649902,12.117374420166,0,FALSE,"61"
4343819.87318509,2285657.90626686,0.156566441059113,0,84.4815826416016,1.05898690223694,0,FALSE,"61"
4349819.19485732,2286593.00570317,0.285056173801422,0,98.7884979248047,2.245938539505,0,FALSE,"61"
4346128.69255617,2275813.58583399,0.263226002454758,0,94.0747299194336,-0.557994604110718,0,FALSE,"61"
4342345.20966001,2299701.56360322,0.276214271783829,0,98.3335876464844,3.25409626960754,0,FALSE,"61"
4349071.99799338,2289192.5102269,0.510709166526794,0,22.9634246826172,8.60501194000244,0,FALSE,"61"
4348983.8596271,2302444.39271658,-0.09758460521698,0,95.9061965942383,-1,0,FALSE,"61"
4343574.33898011,2293681.80404547,0.212999701499939,0,89.2111434936523,9.49217987060547,0,FALSE,"61"
4343531.62836905,2300701.62244488,0.366427779197693,0,95.3047409057617,8.51845169067383,0,FALSE,"61"
4349041.77982947,2284433.31982063,0.268846601247787,0,98.5884170532227,1.79808223247528,0,FALSE,"61"
4350603.53440056,2292450.81052457,0.187728181481361,0,80.0553436279297,0.457692801952362,0,FALSE,"61"
4345861.47182631,2306354.71209161,0.415693640708923,0,89.7837982177734,-0.998496472835541,0,FALSE,"61"
4347013.54136237,2293157.43379875,0.0591972433030605,0,71.0530166625977,1.38999581336975,0,FALSE,"61"
4348369.32918705,2303473.78663006,-0.100836530327797,0,89.3995361328125,-1,0,FALSE,"61"
4353093.57832978,2279142.84031171,0.179202079772949,0,101.86905670166,-0.591258108615875,0,FALSE,"61"
4348984.67169457,2279316.81421714,0.517382025718689,0,55.453685760498,13.4333000183105,0,FALSE,"61"
4343716.038451,2287901.89344399,0.247042253613472,0,88.8040008544922,0.56984931230545,0,FALSE,"61"
4346298.79056203,2281370.0797242,0.394110202789307,0,103.511863708496,10.1542348861694,0,FALSE,"61"
4345612.86982618,2305384.78558687,0.234445407986641,0,90.1508941650391,-0.8532634973526,0,FALSE,"61"
4346696.0248161,2286697.05280418,0.394585460424423,0,101.374900817871,9.71710777282715,0,FALSE,"61"
4348520.7643079,2283549.79161613,0.449800848960876,0,99.3520050048828,17.660795211792,0,FALSE,"61"
4347308.95889632,2296386.30666261,0.298873960971832,0,101.879463195801,1.02307665348053,0,FALSE,"61"
4348109.64931687,2303144.35005593,-0.107014782726765,0,92.0441741943359,-1,0,FALSE,"61"
4342388.43654319,2303821.17858195,0.248294413089752,0,85.8591613769531,6.38582849502563,0,FALSE,"61"
4344008.62253299,2305013.9828256,0.367941200733185,0,86.2809982299805,1.60029995441437,0,FALSE,"61"
4347204.0182068,2294911.64082497,0.280086010694504,0,96.6964721679688,0.678418636322021,0,FALSE,"61"
4349095.76624786,2291135.46868073,0.313446223735809,0,60.3909645080566,-0.641466498374939,0,FALSE,"61"
4348546.36522213,2280879.93348457,0.434670865535736,0,91.9530487060547,12.7507696151733,0,FALSE,"61"
4349135.90538069,2294085.15934055,0.233357414603233,0,69.974365234375,2.29701066017151,0,FALSE,"61"
4345738.26461287,2299098.08523637,0.326947450637817,0,102.153343200684,15.8318300247192,0,FALSE,"61"
4347655.8749919,2290735.05998072,0.29465851187706,0,48.7193717956543,9.37921142578125,0,FALSE,"61"
