"permutation_id","ndvi_between_var","ndvi_within_var","dem_between_var","dem_within_var","mean_nn_dist","mean_ignorance","has_intersection","ndvi_combined","ndvi_weighted","igno_weighted","spatial_weighted","dem_combined","dem_weighted","ndvi_norm","igno_norm","spatial_norm","dem_norm","final_score"
21,0.0143929041635712,0,20.2134327884824,0,1250.56047966313,90.5707347869873,FALSE,0.0143929041635712,0.0143929041635712,90.5707347869873,1250.56047966313,20.2134327884824,20.2134327884824,0.237019115983417,0.774043672726277,0.585009038684286,0.151110563793234,1.74718239118721
22,0.0194302957058447,0,30.3023451315963,0,1215.17123307186,88.5594788169861,FALSE,0.0194302957058447,0.0194302957058447,88.5594788169861,1215.17123307186,30.3023451315963,30.3023451315963,0.490699516575108,0.655416603045044,0.51281482410764,0.676824190423562,2.33575513415135
23,0.0167977305971247,0,20.7624570856806,0,1113.78490045279,89.8423076629639,FALSE,0.0167977305971247,0.0167977305971247,89.8423076629639,1113.78490045279,20.7624570856806,20.7624570856806,0.358124916058272,0.731079884681349,0.305986271446509,0.179719153557147,1.57491022574328
24,0.0214010554803907,0,31.5532103210899,0,1129.4661271001,85.7721847915649,FALSE,0.0214010554803907,0.0214010554803907,85.7721847915649,1129.4661271001,31.5532103210899,31.5532103210899,0.589945946970945,0.491017577009824,0.337976040951233,0.74200434590813,2.16094391084013
25,0.0199943552551171,0,21.5588595262222,0,1427.38614862029,86.7245237731934,FALSE,0.0199943552551171,0.0199943552551171,86.7245237731934,1427.38614862029,21.5588595262222,21.5588595262222,0.519105260146198,0.547188041843159,0.945734160492919,0.221218137891187,2.23324560037346
26,0.0154140042916863,0,25.4616168285485,0,1207.60596473952,90.9722315216064,FALSE,0.0154140042916863,0.0154140042916863,90.9722315216064,1207.60596473952,25.4616168285485,25.4616168285485,0.28844118380774,0.797724587450634,0.497381644316531,0.424583240638296,2.0081306562132
27,0.0144154097030738,0,27.9765139453689,0,1386.92839371009,90.7544639015198,FALSE,0.0144154097030738,0.0144154097030738,90.7544639015198,1386.92839371009,27.9765139453689,27.9765139453689,0.238152483169318,0.784880307544123,0.863200167243207,0.555629644742326,2.44186260269897
28,0.0165288180042955,0,25.7277947669215,0,1453.98699450607,90.595100517273,FALSE,0.0165288180042955,0.0165288180042955,90.595100517273,1453.98699450607,25.7277947669215,25.7277947669215,0.344582618680634,0.775480802175508,1,0.438453256012803,2.55851667686894
29,0.0129516520351267,0,28.2781012931425,0,1219.96371836683,86.5785189342499,FALSE,0.0129516520351267,0.0129516520351267,86.5785189342499,1219.96371836683,28.2781012931425,28.2781012931425,0.164438413405666,0.538576444681245,0.522591514629942,0.571344775665443,1.7969511483823
30,0.0207537374429827,0,30.0217662422526,0,1106.55120388312,91.9420929718018,FALSE,0.0207537374429827,0.0207537374429827,91.9420929718018,1106.55120388312,30.0217662422526,30.0217662422526,0.55734734952982,0.854928555294365,0.291229499470985,0.662203769464761,2.36570917375993
31,0.0200767249047197,0,23.7695893969668,0,1164.31344973731,88.1665278625488,FALSE,0.0200767249047197,0.0200767249047197,88.1665278625488,1164.31344973731,23.7695893969668,23.7695893969668,0.523253352573085,0.632239732000973,0.409064728341168,0.336414977582472,1.9009727904977
32,0.0168150870992745,0,23.685659536655,0,1200.80103719446,88.9795929336548,FALSE,0.0168150870992745,0.0168150870992745,88.9795929336548,1200.80103719446,23.685659536655,23.685659536655,0.35899898041902,0.680195600515016,0.483499562987117,0.332041555577552,1.8547356994987
33,0.012684114723679,0,30.0238288996138,0,1164.17745879756,88.6231915283203,FALSE,0.012684114723679,0.012684114723679,88.6231915283203,1164.17745879756,30.0238288996138,30.0238288996138,0.150965374478331,0.659174479894017,0.408787306241809,0.66231125053358,1.88123841114774
34,0.0127727779883832,0,24.771255992196,0,1231.14915626932,89.9226336479187,FALSE,0.0127727779883832,0.0127727779883832,89.9226336479187,1231.14915626932,24.771255992196,24.771255992196,0.155430410066528,0.735817638779573,0.545409855845079,0.388609878335261,1.82526778302644
35,0.0170314425884032,0,23.3800311318186,0,1154.71373443436,86.008461151123,FALSE,0.0170314425884032,0.0170314425884032,86.008461151123,1154.71373443436,23.3800311318186,23.3800311318186,0.369894529572146,0.504953531750239,0.38948126801888,0.316115853019789,1.58044518236106
36,0.01435786122484,0,21.9801248572142,0,1197.38457066596,84.5736689758301,FALSE,0.01435786122484,0.01435786122484,84.5736689758301,1197.38457066596,21.9801248572142,21.9801248572142,0.235254371936694,0.420327211731677,0.476529956640277,0.243169456070751,1.3752809963794
37,0.014619799985021,0,25.0330447791814,0,1150.4580314054,90.723864440918,FALSE,0.014619799985021,0.014619799985021,90.723864440918,1150.4580314054,25.0330447791814,25.0330447791814,0.248445470753524,0.783075502785723,0.380799615617657,0.402251183555952,1.81457177271285
38,0.0099753537411495,0,30.9607968432098,0,1255.473840596,89.9837615203857,FALSE,0.0099753537411495,0.0099753537411495,89.9837615203857,1255.473840596,30.9607968432098,30.9607968432098,0.014553589651078,0.739423057729111,0.59503231602547,0.711134830213149,2.06014379361881
39,0.0191612239644978,0,27.2873338974876,0,1301.71546971701,90.1754082107544,FALSE,0.0191612239644978,0.0191612239644978,90.1754082107544,1301.71546971701,27.2873338974876,27.2873338974876,0.477149204561448,0.750726683737752,0.68936543743076,0.519717811033091,2.43695913676305
40,0.0152057785284488,0,33.7824780047422,0,1075.91009575941,88.2925785064697,FALSE,0.0152057785284488,0.0152057785284488,88.2925785064697,1075.91009575941,33.7824780047422,33.7824780047422,0.277955043393933,0.63967439906613,0.228721507698844,0.858167155024272,2.00451810518318
41,0.0196622796228412,0,24.9729837542048,0,1295.0615231727,92.5820120239258,FALSE,0.0196622796228412,0.0196622796228412,92.5820120239258,1295.0615231727,24.9729837542048,24.9729837542048,0.502382105172926,0.892671996765229,0.675791357989339,0.399121520200209,2.4699669801277
42,0.0155806371377511,0,27.076675333268,0,1314.23403235654,91.9958070373535,FALSE,0.0155806371377511,0.0155806371377511,91.9958070373535,1314.23403235654,27.076675333268,27.076675333268,0.296832726689945,0.858096696143721,0.714903358817646,0.508740802411126,2.37857358406244
43,0.0144110579182849,0,23.3884294979839,0,1120.10818331739,88.3173805999756,FALSE,0.0144110579182849,0.0144110579182849,88.3173805999756,1120.10818331739,23.3884294979839,23.3884294979839,0.237933329565856,0.641137265910751,0.318885795565464,0.316553475568616,1.51450986661069
44,0.0168095320060367,0,22.3326945252535,0,1220.09122499756,89.5923628616333,FALSE,0.0168095320060367,0.0168095320060367,89.5923628616333,1220.09122499756,22.3326945252535,22.3326945252535,0.358719228832097,0.71633774354857,0.522851628702587,0.261541176680586,1.85944977776384
45,0.0192311305983094,0,24.4849704485641,0,1264.55773267246,87.8990118026733,FALSE,0.0192311305983094,0.0192311305983094,87.8990118026733,1264.55773267246,24.4849704485641,24.4849704485641,0.480669666038485,0.616461210147447,0.613563494757051,0.373692094705462,2.08438646564845
46,0.0112142590978734,0,31.046728660306,0,1311.27024935516,91.5621524810791,FALSE,0.0112142590978734,0.0112142590978734,91.5621524810791,1311.27024935516,31.046728660306,31.046728660306,0.0769442147496911,0.832519062052363,0.708857228804438,0.715612570297726,2.33393307590422
47,0.0104645323004715,0,23.0399631564823,0,1072.36628856758,91.1136279678345,FALSE,0.0104645323004715,0.0104645323004715,91.1136279678345,1072.36628856758,23.0399631564823,23.0399631564823,0.0391883657744484,0.806064374295051,0.221492125853551,0.298395571334824,1.36514043725787
48,0.0175281089497914,0,30.6033836941893,0,1204.24869767147,90.04534324646,FALSE,0.0175281089497914,0.0175281089497914,90.04534324646,1204.24869767147,30.6033836941893,30.6033836941893,0.394906387487107,0.743055245684825,0.490532805122479,0.692510725216816,2.32100516351123
49,0.0169431315800594,0,29.4304255195557,0,1265.4941026744,88.9051701354981,FALSE,0.0169431315800594,0.0169431315800594,88.9051701354981,1265.4941026744,29.4304255195557,29.4304255195557,0.365447233429823,0.675806025744578,0.615473693570382,0.631390152958776,2.28811710570356
50,0.022312628990315,0,27.4257690953962,0,1357.41427126525,89.8531751251221,FALSE,0.022312628990315,0.022312628990315,89.8531751251221,1357.41427126525,27.4257690953962,27.4257690953962,0.63585231164912,0.731720864849924,0.802991231081517,0.526931400315141,2.6974958078957
51,0.0183668291614181,0,25.1522064255634,0,1168.6089850143,92.2959786224365,FALSE,0.0183668291614181,0.0183668291614181,92.2959786224365,1168.6089850143,25.1522064255634,25.1522064255634,0.437143898207542,0.875801292709789,0.417827638698959,0.408460465502733,2.13923329511902
52,0.0150680672863114,0,32.201323873792,0,1104.9870618094,90.6931748199463,FALSE,0.0150680672863114,0.0150680672863114,90.6931748199463,1104.9870618094,32.201323873792,32.201323873792,0.271019977342739,0.781265380225592,0.288038642943218,0.775776284316519,2.11610028482807
53,0.0123382001127589,0,29.6954509795022,0,1245.62614209686,88.0052116394043,FALSE,0.0123382001127589,0.0123382001127589,88.0052116394043,1245.62614209686,29.6954509795022,29.6954509795022,0.133545295786346,0.622725045094329,0.574942968921138,0.645200114920923,1.97641342472274
54,0.0240861332107702,0,30.5665948034899,0,1200.78096966523,92.4640674591064,FALSE,0.0240861332107702,0.0240861332107702,92.4640674591064,1200.78096966523,30.5665948034899,30.5665948034899,0.725165055620001,0.88571543911268,0.483458625141566,0.690593727577078,2.78493284745132
55,0.0201397324716278,0,26.9487226510666,0,1195.9828029571,92.5419026565552,FALSE,0.0201397324716278,0.0201397324716278,92.5419026565552,1195.9828029571,26.9487226510666,26.9487226510666,0.526426380653081,0.890306282610039,0.473670344512078,0.502073436662518,2.39247644443772
56,0.0225325038194209,0,29.9288069229602,0,1117.78895517074,87.3293412780762,FALSE,0.0225325038194209,0.0225325038194209,87.3293412780762,1117.78895517074,29.9288069229602,29.9288069229602,0.646925092920845,0.582861138339236,0.31415456021577,0.657359839890166,2.20130063136602
57,0.0149755126376714,0,33.6227562776722,0,1202.95961978106,84.1773428344727,FALSE,0.0149755126376714,0.0149755126376714,84.1773428344727,1202.95961978106,33.6227562776722,33.6227562776722,0.266358973696985,0.396951266805446,0.487903080706452,0.849844366052184,2.00105768726107
58,0.00968635967914446,0,25.0926651447875,0,1356.96069068031,87.8774246788025,FALSE,0.00968635967914446,0.00968635967914446,87.8774246788025,1356.96069068031,25.0926651447875,25.0926651447875,0,0.615187967315186,0.802065924746082,0.40535788500779,1.82261177706906
59,0.0147800113404953,0,27.1033338559986,0,1165.54245465556,87.762665977478,FALSE,0.0147800113404953,0.0147800113404953,87.762665977478,1165.54245465556,27.1033338559986,27.1033338559986,0.256513630731756,0.608419316948651,0.411571903636783,0.510129926252096,1.78663477756929
60,0.0217661877579061,0,26.8469513808723,0,1155.50448211936,89.9930765914917,FALSE,0.0217661877579061,0.0217661877579061,89.9930765914917,1155.50448211936,26.8469513808723,26.8469513808723,0.608333817290681,0.739972475409234,0.391094396682131,0.496770333441766,2.23617102282381
61,0.0235945933597456,0,31.8445145184963,0,1384.04846820148,89.0943836212158,FALSE,0.0235945933597456,0.0235945933597456,89.0943836212158,1384.04846820148,31.8445145184963,31.8445145184963,0.700411366082807,0.686966137480558,0.857325106874305,0.757183641838443,3.00188625227611
62,0.0123037743371213,0,24.7164495796097,0,1255.86002624731,94.3139376449585,FALSE,0.0123037743371213,0.0123037743371213,94.3139376449585,1255.86002624731,24.7164495796097,24.7164495796097,0.131811631749885,0.994823719068799,0.595820136407712,0.385754022625205,2.1082095098516
63,0.0162422175631385,0,29.7170708420792,0,1141.51945438855,94.3054222106934,FALSE,0.0162422175631385,0.0162422175631385,94.3054222106934,1141.51945438855,29.7170708420792,29.7170708420792,0.33014957052221,0.994321465238852,0.36256488022988,0.646326683967819,2.33336259995876
64,0.0231005330613634,0,26.3214028339185,0,1308.21260343688,87.2024532699585,FALSE,0.0231005330613634,0.0231005330613634,87.2024532699585,1308.21260343688,26.3214028339185,26.3214028339185,0.675530748136349,0.575377082204562,0.702619618038855,0.469385019426429,2.42291246780619
65,0.0173701088597549,0,33.9550055764804,0,1138.58092743454,85.8751736450195,FALSE,0.0173701088597549,0.0173701088597549,85.8751736450195,1138.58092743454,33.9550055764804,33.9550055764804,0.386949585678548,0.497092023066106,0.35657027266145,0.867157231689386,2.10776911309549
66,0.0220262997610792,0,17.3134865915381,0,1132.63607349497,88.7385661697388,FALSE,0.0220262997610792,0.0220262997610792,88.7385661697388,1132.63607349497,17.3134865915381,17.3134865915381,0.621432921581052,0.665979459385009,0.344442745169928,0,1.63185512613599
67,0.0237965503470536,0,28.662942106773,0,1315.03224480687,90.567264289856,FALSE,0.0237965503470536,0.0237965503470536,90.567264289856,1315.03224480687,28.662942106773,28.662942106773,0.710581814223014,0.773838977296571,0.716531715634131,0.591398082992187,2.7923505901459
68,0.0150111309902788,0,24.138557751541,0,1208.90268846802,89.2784294509888,FALSE,0.0150111309902788,0.0150111309902788,89.2784294509888,1208.90268846802,24.138557751541,24.138557751541,0.268152695285242,0.697821452666025,0.500026966275007,0.355641201896676,1.82164231612295
69,0.019045156040662,0,27.3391424203323,0,1163.80433449489,91.2637121582031,FALSE,0.019045156040662,0.019045156040662,91.2637121582031,1163.80433449489,27.3391424203323,27.3391424203323,0.471304084687912,0.814916578079387,0.408026131066707,0.522417452531478,2.21666424636548
70,0.0204807370056952,0,22.2657137385585,0,1086.65323742261,86.7614472961426,FALSE,0.0204807370056952,0.0204807370056952,86.7614472961426,1086.65323742261,22.2657137385585,22.2657137385585,0.543599190445577,0.549365849837321,0.250637562691988,0.258050937981858,1.60165354095674
71,0.0223148178429666,0,22.4574117284195,0,1170.44447716312,88.4217543792725,FALSE,0.0223148178429666,0.0223148178429666,88.4217543792725,1170.44447716312,22.4574117284195,22.4574117284195,0.635962541122619,0.647293397091575,0.421572050541798,0.268039947900885,1.97286793665688
72,0.0139467364188206,0,32.3225594372753,0,1209.42801991118,93.2936735534668,FALSE,0.0139467364188206,0.0139467364188206,93.2936735534668,1209.42801991118,32.3225594372753,32.3225594372753,0.214550341962258,0.934646923434689,0.501098644668421,0.782093634055299,2.43238954412067
73,0.018724338438222,0,31.2304946563023,0,1234.84891958471,91.4711685180664,FALSE,0.018724338438222,0.018724338438222,91.4711685180664,1234.84891958471,31.2304946563023,31.2304946563023,0.455147878202698,0.827152683490327,0.552957388850189,0.725188259422679,2.56044620996589
74,0.0167011051628544,0,22.3863088878623,0,1228.28776939496,92.7462973022461,FALSE,0.0167011051628544,0.0167011051628544,92.7462973022461,1228.28776939496,22.3863088878623,22.3863088878623,0.353258909779557,0.902361803259075,0.539572614369426,0.264334916981618,2.05952824438968
75,0.0154456470426034,0,27.1334414980738,0,1232.3416784094,88.6765958595276,FALSE,0.0154456470426034,0.0154456470426034,88.6765958595276,1232.3416784094,27.1334414980738,27.1334414980738,0.290034696176414,0.662324352120077,0.547842606117014,0.511698777002937,2.01190043141644
76,0.0180512279404702,0,31.12971536782,0,1228.651419143,88.2424687194824,FALSE,0.0180512279404702,0.0180512279404702,88.2424687194824,1228.651419143,31.12971536782,31.12971536782,0.421250385963076,0.636718844287763,0.54031446141251,0.719936846442229,2.31822053810558
77,0.0219246382470363,0,25.8257765766516,0,1332.70612466393,86.1277508544922,FALSE,0.0219246382470363,0.0219246382470363,86.1277508544922,1332.70612466393,25.8257765766516,25.8257765766516,0.616313300961781,0.511989427809664,0.752586506218941,0.443558897808988,2.32444813279937
78,0.0159525033992775,0,27.0642185307024,0,1325.78399093685,90.2156179046631,FALSE,0.0159525033992775,0.0159525033992775,90.2156179046631,1325.78399093685,27.0642185307024,27.0642185307024,0.315559716918699,0.753098315311412,0.738465323776352,0.508091702624125,2.31521505863059
79,0.0203800041062548,0,23.01500244921,0,1229.47987569607,91.86321144104,FALSE,0.0203800041062548,0.0203800041062548,91.86321144104,1229.47987569607,23.01500244921,23.01500244921,0.538526334371485,0.850275997397308,0.542004516328082,0.297094917359737,2.22790176545661
80,0.0104426586932288,0,20.6985691141785,0,1276.34391190151,89.5896759796143,FALSE,0.0104426586932288,0.0104426586932288,89.5896759796143,1276.34391190151,20.6985691141785,20.6985691141785,0.0380868223662879,0.71617926698206,0.637607350850633,0.176390075450986,1.56826351564997
81,0.0110677675681763,0,24.900620544663,0,1322.6721433778,88.0292823410034,FALSE,0.0110677675681763,0.0110677675681763,88.0292823410034,1322.6721433778,24.900620544663,24.900620544663,0.0695669780141735,0.624144773283314,0.732117141431521,0.395350813901148,1.82117970663016
82,0.0132966738367938,0,21.9746369095827,0,1260.46503377683,94.4016986083984,FALSE,0.0132966738367938,0.0132966738367938,94.4016986083984,1260.46503377683,21.9746369095827,21.9746369095827,0.181813530691122,1,0.605214371485756,0.242883489778843,2.02991139195572
83,0.0182455459122066,0,23.4644940428699,0,1215.49358159624,87.4865509796143,FALSE,0.0182455459122066,0.0182455459122066,87.4865509796143,1215.49358159624,23.4644940428699,23.4644940428699,0.431036137278727,0.592133616083038,0.513472416477616,0.320517051263408,1.85715922110279
84,0.0228357024203466,0,29.4762497302119,0,1252.03499873011,92.5850077056885,FALSE,0.0228357024203466,0.0228357024203466,92.5850077056885,1252.03499873011,29.4762497302119,29.4762497302119,0.662194015714752,0.892848686830793,0.588017063894544,0.633777963572276,2.77683773001237
85,0.0254614270629044,0,28.6324249534135,0,1194.42504169351,84.6276020622253,FALSE,0.0254614270629044,0.0254614270629044,84.6276020622253,1194.42504169351,28.6324249534135,28.6324249534135,0.794424133937196,0.423508270778045,0.470492504864292,0.589807893403712,2.27823280298324
86,0.014971075830308,0,24.625976090428,0,1259.99981180961,90.777914276123,FALSE,0.014971075830308,0.014971075830308,90.777914276123,1259.99981180961,24.625976090428,24.625976090428,0.266135538401189,0.786263447862215,0.604265316680632,0.381039624829482,2.03770392777352
87,0.0226476659167809,0,29.2894254255208,0,1205.40280466101,84.471026725769,FALSE,0.0226476659167809,0.0226476659167809,84.471026725769,1205.40280466101,29.2894254255208,29.2894254255208,0.652724595847329,0.414273208893728,0.492887188322837,0.62404291192135,2.18392790498524
88,0.0125382730147543,0,22.9899057964578,0,1126.69860354366,90.1990626907349,FALSE,0.0125382730147543,0.0125382730147543,90.1990626907349,1126.69860354366,22.9899057964578,22.9899057964578,0.143620862376677,0.752121862514978,0.332330281046067,0.29578717952974,1.52386018546746
89,0.0227460639198194,0,34.6708907221125,0,1217.91044291549,87.6781128120422,FALSE,0.0227460639198194,0.0227460639198194,87.6781128120422,1217.91044291549,34.6708907221125,34.6708907221125,0.657679867761125,0.603432237035638,0.518402823917448,0.904460616173433,2.68397554488764
90,0.0134056424802597,0,26.3702995739933,0,1165.23675054286,84.1288131332397,FALSE,0.0134056424802597,0.0134056424802597,84.1288131332397,1165.23675054286,26.3702995739933,26.3702995739933,0.187301134522266,0.394088907993026,0.410948265937903,0.471932933580198,1.46427124203339
91,0.0175053642820185,0,32.4701242786475,0,1172.52265253109,84.0839242553711,FALSE,0.0175053642820185,0.0175053642820185,84.0839242553711,1172.52265253109,32.4701242786475,32.4701242786475,0.393760977926717,0.391441290721896,0.425811537190839,0.789782951325845,2.0007967571653
92,0.0184700548751126,0,24.988778584786,0,1333.20971024597,88.2115322875977,FALSE,0.0184700548751126,0.0184700548751126,88.2115322875977,1333.20971024597,24.988778584786,24.988778584786,0.442342291102284,0.634894164428203,0.753613822962569,0.399944558143688,2.23079483663674
93,0.015302400486369,0,20.1522774264806,0,1207.55530335713,88.6165361022949,FALSE,0.015302400486369,0.015302400486369,88.6165361022949,1207.55530335713,20.1522774264806,20.1522774264806,0.282820874605478,0.658781932302537,0.49727829487952,0.14792387666062,1.58680497844815
94,0.0287635885632586,0,24.0367214573271,0,1192.48147237085,90.727014465332,FALSE,0.0287635885632586,0.0287635885632586,90.727014465332,1192.48147237085,24.0367214573271,24.0367214573271,0.960719258149487,0.783261296225861,0.466527615124057,0.350334710400561,2.56084287989997
95,0.0235395329539714,0,33.9406381637019,0,1190.97895677328,86.6751356124878,FALSE,0.0235395329539714,0.0235395329539714,86.6751356124878,1190.97895677328,33.9406381637019,33.9406381637019,0.697638552876546,0.544275049728365,0.463462476871516,0.866408573715145,2.57178465319157
96,0.017416768712965,0,26.629333347025,0,1140.83743202785,90.372232131958,FALSE,0.017416768712965,0.017416768712965,90.372232131958,1140.83743202785,26.629333347025,26.629333347025,0.389299351456046,0.762335671039125,0.361173551693749,0.485430680374795,1.99823925456371
97,0.0100424884591504,0,17.8924827774197,0,1076.79836211205,94.2460399627685,FALSE,0.0100424884591504,0.0100424884591504,94.2460399627685,1076.79836211205,17.8924827774197,17.8924827774197,0.0179344588992091,0.990819005995735,0.230533574861629,0.0301703666691816,1.26945740642575
98,0.0143277386495944,0,35.1632276586448,0,1163.32271480715,88.9641634368896,FALSE,0.0143277386495944,0.0143277386495944,88.9641634368896,1163.32271480715,35.1632276586448,35.1632276586448,0.233737414818901,0.679285544303771,0.407043624841491,0.930115337676206,2.25018192164037
99,0.0268563950472125,0,20.9198525574105,0,1287.67569385641,85.4585120391846,FALSE,0.0268563950472125,0.0268563950472125,85.4585120391846,1287.67569385641,20.9198525574105,20.9198525574105,0.864673991249686,0.472516660165456,0.660724234559303,0.187920725881718,2.18583561185616
100,0.0244411467107004,0,23.6521930985141,0,1122.35762145819,88.9712865447998,FALSE,0.0244411467107004,0.0244411467107004,88.9712865447998,1122.35762145819,23.6521930985141,23.6521930985141,0.743043349598536,0.67970567651519,0.32347465900438,0.330297684487477,2.07652136960558
