"x"
"Euphorbia platyphyllos L."
"Euphorbia peplus L."
"Euphorbia lathyris L."
"Euphorbia helioscopia L."
"Euphorbia dulcis L."
"Chamaesyce prostrata (Aiton) Sma"
"Chamaesyce maculata (L.) Small"
"Chamaesyce canescens (L.) Prokh."
"Rosa arvensis Huds."
"Oxalis pes-caprae L."
"Oxalis corniculata L."
"Oxalis acetosella L."
"Euonymus europaeus L."
"Ecballium elaterium (L.) A.Rich."
"Bryonia cretica L. subsp. dioica"
"Carpinus betulus L."
"Juglans regia L."
"Quercus suber L."
"Quercus rubra L."
"Quercus robur L."
"Quercus pubescens Willd."
"Quercus petraea (Matt.) Liebl. s"
"Quercus ilex L."
"Quercus crenata Lam."
"Quercus coccinea Muenchl."
"Fagus sylvatica L."
"Urtica urens L."
"Urtica membranacea Poir. ex Savi"
"Parietaria judaica L."
"Morus alba L."
"Ficus carica L."
"Celtis australis L."
"Ulmus minor Mill. s.l."
"Ulmus laevis Pall."
"Ziziphus jujuba Mill."
"Rhamnus alaternus L."
"Paliurus spina-christi Mill."
"Frangula alnus Mill. subsp. alnu"
"Sorbus torminalis (L.) Crantz"
"Sorbus domestica L."
"Rubus hirtus Waldst. & Kit. grou"
"Rubus canescens DC."
"Rosa sempervirens L."
"Rosa multiflora Thunb."
"Rosa micrantha Borrer ex Sm."
"Rosa gallica L."
"Rosa corymbifera Borkh."
"Rosa canina L."
"Rosa ×boraeana Béraud"
"Rosa agrestis Savi"
"Pyrus pyraster (L.) Baumg."
"Trifolium thalii Vill."
"Prunus dulcis (Mill.) D.A.Webb"
"Prunus domestica L. subsp. insit"
"Prunus cerasus L."
"Prunus cerasifera Ehrh."
"Prunus avium L."
"Poterium sanguisorba L. subsp. b"
"Potentilla reptans L."
"Potentilla pedata Willd. ex Horn"
"Potentilla micrantha Ramond ex D"
"Potentilla erecta (L.) Raeusch."
"Malus sylvestris (L.) Mill."
"Malus florentina (Zuccagni) C.K."
"Fragaria vesca L."
"Fragaria moschata Duchesne"
"Filipendula vulgaris Moench"
"Cotoneaster coriaceus Franch."
"Aphanes arvensis L."
"Agrimonia eupatoria L. s.l."
"Polygala vulgaris L. s.l."
"Polygala nicaeensis W.D.J.Koch s"
"Polygala monspeliaca L."
"Polygala flavescens DC."
"Vicia villosa Roth subsp. villos"
"Vicia villosa Roth subsp. varia"
"Vicia tenuifolia Roth subsp. ten"
"Vicia sepium L."
"Vicia sativa L. subsp. segetalis"
"Vicia sativa L. subsp. sativa"
"Vicia sativa L. subsp. nigra (L."
"Vicia sativa L. subsp. cordata ("
"Vicia pubescens (DC.) Link"
"Vicia pseudocracca Bertol."
"Vicia peregrina L."
"Vicia parviflora Cav."
"Vicia lutea L."
"Vicia loiseleurii (M.Bieb.) Litv"
"Vicia lathyroides L."
"Vicia incana Gouan"
"Vicia hybrida L."
"Vicia hirsuta (L.) Gray"
"Vicia disperma DC."
"Vicia cracca L."
"Vicia bithynica (L.) L."
"Vicia atropurpurea Desf."
"Ulex europaeus L."
"Trifolium tomentosum L."
"Trifolium subterraneum L. subsp."
"Trifolium stellatum L."
"Trifolium scabrum L. s.l."
"Trifolium resupinatum L."
"Trifolium patens Schreb."
"Trifolium ochroleucon Huds."
"Trifolium nigrescens Viv."
"Trifolium lappaceum L."
"Trifolium incarnatum L. subsp. m"
"Trifolium hybridum L. subsp. hyb"
"Trifolium hybridum L. subsp. ele"
"Trifolium glomeratum L."
"Trifolium fragiferum L."
"Trifolium cherleri L."
"Trifolium bocconei Savi"
"Trifolium arvense L. s.l."
"Trifolium angustifolium L. subsp"
"Teline monspessulana (L.) K.Koch"
"Spartium junceum L."
"Scorpiurus muricatus L."
"Pisum sativum L. subsp. biflorum"
"Ornithopus perpusillus L."
"Ornithopus compressus L."
"Polygala flavescens DC. subsp. f"
"Ononis spinosa L. subsp. antiquo"
"Ononis reclinata L."
"Onobrychis arenaria (Kit.) DC. s"
"Melilotus officinalis (L.) Pall."
"Melilotus altissimus Thuill."
"Melilotus albus Medik."
"Medicago truncatula Gaertn."
"Medicago rigidula (L.) All."
"Medicago polymorpha L."
"Medicago orbicularis (L.) Bartal"
"Medicago murex Willd."
"Medicago minima (L.) L."
"Medicago arabica (L.) Huds."
"Lupinus gussoneanus Agardh"
"Lotus tenuis Waldst. & Kit. ex W"
"Lotus pentaphyllus Peruzzi"
"Lotus ornithopodioides L."
"Lotus hirsutus L."
"Lotus herbaceus (Vill.) Jauzein"
"Lotus corniculatus L. subsp. cor"
"Lotus conimbricensis Brot."
"Lotus angustissimus L."
"Lathyrus vernus (L.) Bernh. subs"
"Lathyrus venetus (Mill.) Wohlf."
"Lathyrus setifolius L."
"Lathyrus sativus L."
"Lathyrus pratensis L. s.l."
"Lathyrus ochrus (L.) DC."
"Lathyrus niger (L.) Bernh."
"Lathyrus linifolius (Reichard) B"
"Lathyrus latifolius L."
"Lathyrus hirsutus L."
"Lathyrus clymenum L."
"Lathyrus cicera L."
"Lathyrus aphaca L."
"Lathyrus annuus L."
"Laburnum anagyroides Medik. s.l."
"Hippocrepis comosa L."
"Gleditsia triacanthos L."
"Genista tinctoria L."
"Genista pilosa L."
"Galega officinalis L."
"Cytisus villosus Pourr."
"Cytisus hirsutus L. subsp. hirsu"
"Coronilla scorpioides (L.) W.D.J"
"Cercis siliquastrum L."
"Bituminaria bituminosa (L.) C.H."
"Astragalus hamosus L."
"Amorpha fruticosa L."
"Acacia dealbata Link"
"Vitis vinifera L."
"Vitis riparia Michx."
"Parthenocissus quinquefolia (L.)"
"Myriophyllum verticillatum L."
"Myriophyllum spicatum L."
"Umbilicus rupestris (Salisb.) Da"
"Sedum sexangulare L."
"Sedum rupestre L."
"Sedum monregalense Balb."
"Sedum dasyphyllum L."
"Sedum cepaea L."
"Sedum album L."
"Sedum acre L."
"Phedimus stellatus (L.) Raf."
"Hylotelephium maximum (L.) Holub"
"Saxifraga tridactylites L."
"Saxifraga bulbifera L."
"Liquidambar styraciflua L."
"Buxus sempervirens L."
"Platanus hybrida Brot."
"Thalictrum lucidum L."
"Ranunculus velutinus Ten."
"Ranunculus serpens Schrank subsp"
"Ranunculus sardous Crantz"
"Ranunculus ophioglossifolius Vil"
"Ranunculus nemorosus DC."
"Ranunculus neapolitanus Ten."
"Ranunculus muricatus L."
"Bolboschoenus maritimus (L.) Pal"
"Rorippa palustris (L.) Besser"
"Polygonum amphibium L."
"Ranunculus bulbosus L."
"Ranunculus arvensis L."
"Ranunculus acris L. s.l."
"Nigella damascena L."
"Hepatica nobilis Schreb."
"Helleborus viridis L. subsp. vir"
"Ficaria verna Huds. s.l."
"Ficaria grandiflora Robert"
"Cirsium palustre (L.) Scop."
"Anemone hortensis L."
"Adonis annua L."
"Stachys palustris L."
"Euphorbia palustris L."
"Eleocharis palustris (L.) Roem."
"Mahonia aquifolium (Pursh) Nutt."
"Papaver rhoeas L. subsp. rhoeas"
"Papaver hybridum L."
"Papaver dubium L. subsp. dubium"
"Papaver argemone L. subsp. argem"
"Papaver apulum Ten."
"Fumaria officinalis L. subsp. of"
"Fumaria densiflora DC."
"Fumaria capreolata L."
"Fumaria bastardii Boreau"
"Vulpia myuros (L.) C.C.Gmel."
"Vulpia ligustica (All.) Link"
"Vulpia ciliata Dumort."
"Triticum ovatum (L.) Raspail"
"Triticum neglectum (Req.ex Berto"
"Triticum durum Desf."
"Trisetaria panicea (Lam.) Maire"
"Trisetaria flavescens (L.) Baumg"
"Trachynia distachya (L.) Link"
"Sporobolus indicus (L.) R.Br."
"Sorghum halepense (L.) Pers."
"Setaria viridis (L.) P.Beauv. su"
"Setaria verticillata (L.) P.Beau"
"Setaria parviflora (Poir.) Kergu"
"Setaria italica (L.) P.Beauv."
"Schedonorus pratensis (Huds.) P."
"Schedonorus arundinaceus (Schreb"
"Rostraria hispida (Savi) Dogan"
"Rostraria cristata (L.) Tzvelev"
"Poa sylvicola Guss."
"Poa pratensis L."
"Poa nemoralis L. s.l."
"Poa infirma Kunth"
"Poa compressa L."
"Poa bulbosa L."
"Poa annua L."
"Piptatherum virescens (Trin.) Bo"
"Piptatherum miliaceum (L.) Coss."
"Phyllostachys viridiglaucescens"
"Phyllostachys edulis (Carrière)"
"Phragmites australis (Cav.) Trin"
"Phleum pratense L. s.l."
"Phleum nodosum L."
"Phalaris minor Retz."
"Phalaris caerulescens Desf."
"Phalaris arundinacea L. subsp. a"
"Paspalum distichum L."
"Paspalum dilatatum Poir."
"Panicum dichotomiflorum Michx."
"Molinia cerulea (L.) Moench subs"
"Melica transsilvanica Schur subs"
"Melica ciliata L. subsp. magnoli"
"Melica arrecta Kuntze"
"Lolium temulentum L."
"Lolium multiflorum Lam."
"Kengia serotina (L.) Packer"
"Hordeum secalinum Schreb."
"Hordeum murinum L. subsp. murinu"
"Hordeum murinum L. subsp. lepori"
"Holcus mollis L."
"Glyceria maxima (Hartm.) Holmb."
"Glyceria fluitans (L.) R.Br."
"Gaudinia fragilis (L.) P.Beauv."
"Gastridium ventricosum (Gouan) S"
"Festuca inops De Not."
"Festuca heterophylla Lam."
"Eragrostis pectinacea (Michx.) N"
"Eragrostis minor Host"
"Eragrostis cilianensis (All.) Vi"
"Elytrigia repens (L.) Nevski sub"
"Elytrigia atherica (Link) Kergué"
"Echinochloa crus-galli (L.) P.Be"
"Digitaria sanguinalis (L.) Scop."
"Dasypyrum villosum (L.) P.Candar"
"Danthonia decumbens (L.) DC. sub"
"Dactylis glomerata L. subsp. his"
"Dactylis glomerata L. subsp. glo"
"Cynodon dactylon (L.) Pers."
"Cortaderia selloana (Schult. & S"
"Calamagrostis epigejos (L.) Roth"
"Bromus secalinus L."
"Bromus racemosus L."
"Bromus hordeaceus L. subsp. moll"
"Bromopsis erecta (Huds.) Fourr."
"Briza minor L."
"Briza maxima L."
"Brachypodium rupestre (Host) Roe"
"Bothriochloa ischaemon (L.) Keng"
"Avena sterilis L. s.l."
"Logfia minima (Sm.) Dumort."
"Avena sativa L. s.l."
"Avena barbata Pott ex Link"
"Anthoxanthum odoratum L."
"Anisantha sterilis (L.) Nevski"
"Anisantha madritensis (L.) Nevsk"
"Anisantha diandra (Roth) Tutin"
"Alopecurus rendlei Eig"
"Alopecurus pratensis L."
"Alopecurus myosuroides Huds."
"Alopecurus geniculatus L."
"Alopecurus bulbosus Gouan"
"Aira elegantissima Schur"
"Aira cupaniana Guss."
"Aira caryophyllea L. subsp. cary"
"Agrostis stolonifera L. s.l."
"Agrostis pourretii Willd."
"Agrostis capillaris L."
"Achnatherum bromoides (L.) P.Bea"
"Scirpoides holoschoenus (L.) Soj"
"Schoenoplectus mucronatus (L.) P"
"Cyperus longus L."
"Cyperus flavescens L."
"Cyperus eragrostis Lam."
"Carex sylvatica Huds. subsp. syl"
"Carex spicata Huds."
"Carex punctata Gaudin"
"Carex pallescens L."
"Carex elata All."
"×Malosorbus florentina (Zucc.) B"
"Crataegus florentina Zuccagni"
"Trifolium vesiculosum Savi"
"Potamogeton crispus L."
"Phelipanche purpurea (Jacq.) Soj"
"Phelipanche mutelii (F.W.Schultz"
"Iris graminea L."
"Allium savii Parl."
"Thymelaea gussonei Boreau"
"Rubus schleicheri Weihe ex Tratt"
"Hyacinthoides hispanica (Mill.)"
"Adonis annua L. subsp. cupaniana"
"Salix aurita L. var. caprea (L.)"
"Sedum spurium M.Bieb."
"Euonymus latifolius (L.) Mill."
"Rosa balsamica Besser"
"Campsis radicans (L.) Bureau"
"Salix phylicifolia L. var. nigri"
"Aquilegia lucensis E.Nardi"
"Aquilegia atrata W.D.J.Koch"
"Scirpus sylvaticus L."
"Setaria viridis (L.) P.Beauv. s."
"Lotus dorycnium L."
"Phalaroides arundinacea (L.) Rau"
"Bromus hordeaceus L. subsp. hord"
"Picris echioides L."
"Trifolium repens L. subsp. repen"
"Sparganium ramosum Huds."
"Typha angustifolia L."
"Typha latifolia L."
"Arisarum vulgare Targ.Tozz."
"Arum italicum Mill."
"Lemna polyrhiza L."
"Lemna arrhiza L."
"Lemna minor L."
"Lemna trisulca L."
"Najas minor All."
"Ruppia rostellata Koch"
"Zannichellia palustris L."
"Potamogeton trichoides Cham. & S"
"Potamogeton pusillus L."
"Potamogeton lucens L."
"Potamogeton natans L."
"Sagittaria sagittifolia L."
"Alisma ranunculoides L."
"Alchemilla arvensis Scop."
"Cuscuta major DC"
"Convolvulus sylvestris Waldst. e"
"Convolvulus sepium L."
"Limnanthemum peltatum S.P.Gmel."
"Menyanthes trifoliata L."
"Gentiana cruciata L."
"Gentiana purpurea L."
"Gentiana acaulis L."
"Gentiana asclepiadea L."
"Gentiana utriculosa L."
"Gentiana ciliata L."
"Gentiana campestris L."
"Chlora perfoliata L."
"Cicendia pusilla Gris."
"Erythraea maritima Pers"
"Erythraea ramosissima Pers."
"Erythraea centaurium Pers."
"Vincetoxicum officinale Moench"
"Jasminus officinale L."
"Phillyrea variabilis Timb.-Lagr."
"Utricularia minor L."
"Utricularia vulgaris L."
"Hypopitys multifiora Scop."
"Vaccinium vitis idaea L."
"Vaccinium uliginosum Linn."
"Ludwigia peploides (Kunth) P.H.R"
"Primula suaveolens Bertol."
"Hottonia palustris L."
"Primula auricula L."
"Cyclamen neapolltanum Ten."
"Asterolinon linum-stellatum (L.)"
"Anagallis arvensis Linn."
"Samolus valerandi L."
"Erica carnea L."
"Arctostaphylos uva-ursi (L.) Spr"
"Myosotis arvensis (L.) Hill subs"
"Eriophorum latifolium Hoppe"
"Eriophorum angustifolium Roth va"
"Eriophorum angustifolium Honck."
"Orobanche gracilis Sm."
"Orobanche cruenta Bert."
"Orobanche variegata Wallr."
"Orobanche speciosa Dec."
"Orobanche minor Sutt."
"Erigeron annuus (L.) Desf."
"Orobanche epithymum DC."
"Carex cuprina (Heuff.) A.Kern."
"Serapias lingua L."
"Betula alba L."
"Chamaeiris orientalis (Mill.) M."
"Salix reticulata L."
"Salix incana Schrank"
"Salix purpurea Linn."
"Salix triandra Linn."
"Anthoxanthum odoratum L. s.l."
"Luzula multiflora (Ehrh.) Lej."
"Bromus hordeaceus L. s.l."
"Trifolium nigrescens Viv. subsp."
"Rumex acetosa L."
"Sedum hispanicum L."
"Ulmus montana With"
"Ulmus campestris Linn."
"Celtis australis Linn."
"Euphorbia exigua L."
"Euphorbia falcata L."
"Euphorbia platyphylla L."
"Juniperus communis L."
"Staehelina dubia L."
"Molinia caerulea (L.) Moench sub"
"Onobrychis caput-galli (L.) Lam."
"Silybum marianum (L.) Gaertn."
"Taraxacum F.H.Wigg. sect. Palust"
"Allium neapolitanum Cirillo"
"Iris germanica L."
"Bellevalia romana (L.) Sweet"
"Rhamnus alaternus L. subsp. alat"
"Ulmus minor Mill. subsp. minor"
"Theligonum cynocrambe L."
"Muscari comosum (L.) Mill."
"Muscari neglectum Guss. ex Ten."
"Ruscus aculeatus L."
"Carex flacca Schreb. s.l."
"Dioscorea communis (L.) Caddick"
"Crepis vesicaria L. s.l."
"Mentha suaveolens Ehrh. s.l."
"Euphorbia chamaesyce L."
"Empetrum nigrum L."
"Bryonia dioica Jacq."
"Aristolochia pallida Willd."
"Aristolochia rotunda Linn."
"Aristolochia clematitis L."
"Asarum europaeum L."
"Vicia angustifolia L."
"Narcissus poëticus L."
"Thesium ramosum Hayne var. leve"
"Thesium humile Vahl"
"Cerastium pumilum Curtis"
"Ranunculus parviflorus L."
"Myosotis ramosissima Rochel"
"Ophrys classica Devillers-Tersch"
"Anacamptis morio (L.) R.M.Batema"
"Serapias neglecta De Not."
"Thesium intermedium Schrad."
"Passerina annua Wikstr."
"Daphne glandulosa Bert."
"Daphne alpina Linn."
"Daphne mezereum L."
"Rumex acetosella L. s.l."
"Rumex sanguineus L. var. viride"
"Viola tricolor L. subsp. tricolo"
"Ornithogalum divergens Boreau"
"Fumaria capreolata L. subsp. cap"
"Rumex obtusifolius L. s.l."
"Polygonum dumetorum L."
"Polygonum convolvulus L."
"Polygonum hydropiper L."
"Polygonum minus Huds."
"Polygonum mite Schrank"
"Polygonum serrulatum Lag."
"Polygonum persicaria L."
"Polygonum lapathifolium L. var."
"Amaranthus albus L."
"Amaranthus patulus Bert. var. in"
"Amaranthus blitum Linn."
"Amaranthus deflexus L."
"Chenopodium bonus-henricus L."
"Chenopodium murale L."
"Chenopodium opulifolium Schrad."
"Chenopodium polyspermum L."
"Chenopodium botrys L."
"Atriplex hastata L."
"Phytolacca decandra L."
"Plantago maritima Linn."
"Plantago argentea Chaix s.l."
"Plantago coronopus L."
"Plantago bellardi All."
"Plantago media Linn."
"Plantago major Linn."
"Vicia macrocarpa (Moris) Bertol."
"Anthoxanthum odoratum L. subsp."
"Crocus neglectus Peruzzi & Carta"
"Globularia vulgaris L."
"Globularia incanescens Viv."
"Veratrum album L."
"Colchicum alpinum DC."
"Colchicum autumnale L."
"Phalangium liliago Schreb."
"Asphodelus albus Willd."
"Allium vineale L."
"Allium sphaerocephalum L."
"Allium paniculatum Linn."
"Allium roseum L."
"Allium ursinum L."
"Allium nigrum L."
"Veronica hederifolia L."
"Botryanthus odorus Kunth"
"Botryanthus vulgaris Kunth"
"Bellevalia comosa Kunth"
"Hyacinthus orientalis L."
"Endymion campanulatus Parl."
"Scilla autumnalis L."
"Ornithogalum narbonense L."
"Ornithogalum pyrenaicum L."
"Ornithogalum collinum Guss."
"Ornithogalum umbellatum Linn."
"Viola riviniana Rchb. subsp. riv"
"Ficaria verna Huds. subsp. verna"
"Vinca major L. subsp. major"
"Hermodactylus tuberosus (L.) Mil"
"Lilium bulbiferum Linn."
"Lilium martagon L."
"Tulipa clusiana DC."
"Tulipa praecox Ten."
"Tulipa oculus-solis St.-Amans"
"Paris quadrifolia L."
"Streptopus distortus Mich."
"Polygonatum verticillatum  All."
"Polygonatum multiflorum  All."
"Polygonatum officinale All."
"Asparagus officinalis L."
"Asparagus tenuifolius Lam."
"Asparagus acutifolius L."
"Pilosella kalksburgensis (Wiesb."
"Smilax aspera L."
"Tamnus communis L."
"Taraxacum F.H.Wigg. sect. Taraxa"
"Arum italicum Mill. subsp. itali"
"Narcissus pseudonarcissus L. sub"
"Narcissus bertolonii Parl."
"Narcissus jonquilla L."
"Narcissus biflorus Curtis"
"Narcissus poeticus L."
"Paspalum distichum L. var. paspa"
"Ajax odorus Car."
"Ajax incomparabilis Mill."
"Narcissus patulus Lois."
"Ajax Pseudo-Narcissus Haw."
"Sternbergia lutea  Gawl."
"Leucojum vernum L."
"Galanthus nivalis L."
"Gladiolus segetum  Gawl."
"Gladiolus palustris Gaud."
"Romulea columnae Seb. et Maur."
"Crocus vernus All."
"Crocus biflorus Mill."
"Laburnum anagyroides Medik."
"Cytisus laburnum L."
"Scabiosa succisa L."
"Scabiosa rutaefolia Vahl"
"Scabiosa columbaria Linn."
"Scabiosa atropurpurea L. var. ma"
"Knautia sylvatica Dub."
"Knautia arvensis Coult."
"Knautia hybrida Coult."
"Cephalaria alpina Schrad."
"Cephalaria transsylvanica (L.) S"
"Dipsacus sylvestris Huds."
"Lonicera implexa Aiton var. aden"
"Sambucus racemosa L."
"Adoxa moschatellina Linn."
"Loranthus europaeus Jacq."
"Chrysosplenium alternifolium L."
"Saxifraga rotundifolia L."
"Saxifraga adscendens Linn."
"Saxifraga cuneifolia L. var. ape"
"Saxifraga mutata Linn."
"Saxifraga lingulata Bell."
"Saxifraga aizoon Jacq."
"Aegilops triaristata Willd."
"Aegilops ovata L."
"Triticum repens L."
"Brachypodium pinnatum Pal."
"Brachypodium distachyum Roem. et"
"Hordeum maritimum With."
"Lolium boucheanum Kunth"
"Nardus stricta L."
"Festuca gigantea Vill."
"Festuca duriuscula L."
"Festuca ovina Linn."
"Festuca violacea Gaud."
"Vulpia ciliata (Pers.) Lk."
"Bromus maximus Desf."
"Serrafalcus arvensis Godr."
"Serrafalcus racemosus Parl."
"Briza media L."
"Eragrostis megastachya Link"
"Eragrostis pilosa Roem et Schult"
"Glyceria fluitans R.Brown"
"Molinia caerulea (L.) Moench"
"Poa nemoralis Linn."
"Poa alpina L."
"Koeleria phleoides Pers."
"Koeleria cristata Pers."
"Sesleria elongata Host var. cyli"
"Sesleria argentea Savi"
"Sesleria tenuifolia Schrad."
"Cytisus alpinus Mill."
"Melica nutans L."
"Danthonia decumbens DC."
"Avena barbata Brot."
"Avena fatua Linn."
"Avena sterilis Linn."
"Avena pratensis L."
"Osmunda regalis L."
"Botrychium lunaria (L.) Sw. var."
"Trisetum flavescens (L.) P.Beauv"
"Aira capillaris Host"
"Aira caryophyllea Linn."
"Deschampsia flexuosa Trin."
"Deschampsia cespitosa Pal."
"Phragmites communis Trin."
"Calamagrostis sylvatica Host var"
"Calamagrostis epigejos  Roth"
"Polypogon monspeliensis Desf."
"Agrostis rupestris All."
"Agrostis canina Linn."
"Agrostis olivetorum Gr. et Godr."
"Agrostis vulgaris With."
"Agrostis alba L."
"Agrostis verticillata Vill."
"Gastridium lendigerum Gaud."
"Stipa aristella L."
"Milium multiflorum Cav."
"Alopecurus utriculatus Pers."
"Alopecurus agrestis L."
"Phleum michelii All. var. ambigu"
"Phleum alpinum L."
"Phleum pratense Linn."
"Arrhenatherium elatius M. et K."
"Imperata cylindrica (L.) P.Beauv"
"Phalaris paradoxa L."
"Phalaris brachystachys Link"
"Setaria glauca P.Beauv."
"Setaria viridis P.Beauv."
"Panicum crus-galli L."
"Digitaria sanguinalis Scop. var."
"Digitaria sanguinalis Scop."
"Andropogon ischaemum L."
"Sorghum halepense Pers."
"Asplenium scolopendrium L."
"Valeriana saxatilis L."
"Valeriana tripteris Linn."
"Centranthus ruber DC."
"Valerianella coronata DC."
"Valerianella dentata Poll."
"Valerianella echinata Dec."
"Valerianella auricula Dec."
"Valerianella rimosa Bastard"
"Valerianella olitoria Poll."
"Galium sylvestre Poll."
"Galium rubrum L."
"Galium mollugo L. s.l."
"Galium purpureum L."
"Galium verum Linn."
"Galium parisiense L."
"Galium tricorne Stokes in With."
"Galium vernum Scop."
"Galium cruciata Scop."
"Asperula odorata L."
"Asperula taurina L."
"Asperula arvensis L."
"Bifora testiculata Rchb."
"Physospermum aquilegifolium  Koc"
"Myrrhis odorata (L.) Scop."
"Chaerophyllum magellense Ten."
"Chaerophyllum hirsutum L."
"Chaerophyllum aureum L."
"Anthriscus vulgaris Pers."
"Scandix pecten-veneris Linn."
"Caucalis nodosa Scop."
"Torilis nodosa  Gaertn."
"Caucalis purpurea Ten. var. hete"
"Caucalis daucoides L."
"Caucalis arvensis Huds."
"Caucalis anthriscus Huds."
"Daucus carota Linn."
"Orlaya platycarpos Koch"
"Orlaya grandiflora Hoffm."
"Laserpitium siler Linn."
"Heracleum panaces L."
"Pastinaca sativa Linn."
"Peucedanum schottii Besser ex DC"
"Peucedanum oreoselinum  Moench"
"Peucedanum cervaria Lap."
"Ferula ferulago L."
"Angelica sylvestris Linn."
"Trochiscanthes nodiflorus Koch"
"Foeniculum officinale All. var."
"Foeniculum capillaceum Gilib."
"Aethusa cynapium L. s.l."
"Oenanthe phellandrium Lam."
"Oenanthe peucedanifolia Pollich"
"Oenanthe fistulosa L."
"Bupleurum  protractum Hoffm. et"
"Bupleurum falcatum L. var. angus"
"Bupleurum tenuissimum L."
"Sium latifolium L."
"Pimpinella saxifraga L. var. alp"
"Helosciadium inundatum (L.) W.D."
"Apium graveolens L."
"Astrantia minor L."
"Hydrocotyle vulgaris L."
"Sempervivum montanum Linn."
"Sempervivum tectorum L."
"Sedum rupestre L. var. elegans ("
"Sedum boloniense Lois."
"Sedum alpestre Vill."
"Sedum rubens L."
"Sedum stellatum L."
"Sedum maximum Sut."
"Umbilicus pendulinus DC."
"Montia fontana L. var. major Koc"
"Montia fontana L. s.l."
"Punica granatum L."
"Callitriche obtusangula Le Gall"
"Tamarix gallica L."
"Quercus cerris L. f. laciniata"
"Ammannia verticillata (Ard.) Lam"
"Peplis portula L."
"Callitriche stagnalis Scop. var."
"Myriophyllum alterniflorum DC."
"Circaea intermedia Ehrh."
"Isnardia palustris L."
"Epilobium alsinifolium Vill."
"Epilobium alpinum L."
"Epilobium palustre L."
"Epilobium montanum L."
"Cyperus odoratus L."
"Epilobium angustissimum Web."
"Epilobium spicatum Lam."
"Rubus corylifolius Smith"
"Geum rivale L."
"Geum montanum L."
"Quercus pedunculata Ehrh."
"Quercus lanuginosa Lam."
"Rubus glandulosus Bellardi var."
"Rubus glandulosus Bellardi"
"Rubus tomentosus Borkh."
"Fragaria elatior Ehrh."
"Fragaria collina Ehrh."
"Potentilla aurea Linn."
"Potentilla tormentilla Sibth."
"Potentilla argentea L."
"Poterium sanguisorba Linn."
"Poterium sanguisorba L. s.l."
"Potentilla hirta Linn."
"Potentilla recta Linn."
"Sanguisorba officinalis L."
"Agrimonia eupatoria Linn."
"Rosa canina L. var. hirtella Rip"
"Rosa canina var. dumalis Bechst."
"Rosa canina var. vulgaris Koch"
"Rosa dumetorum Thuill."
"Rosa rubiginosa Linn. var. sepiu"
"Rosa rubiginosa L."
"Rosa  seraphini Viv."
"Rosa micrantha Dec. var. seraphi"
"Rosa rubrifolia Vill."
"Rosa ferruginea Vill."
"Rosa tomentosa Sm."
"Rosa cinnamomea L."
"Rosa pomifera Herm."
"Rosa villosa L."
"Rosa arvensis Huds. var. umbella"
"Quercus petraea (Matt.) Liebl."
"Pyrus malus L."
"Pyrus aria Ehrh."
"Pyrus torminalis Ehrh."
"Pyrus crataegifolia Ott. Targ."
"Pyrus sorbus Gaertn."
"Pyrus aucuparia Gaertn."
"Amelanchier vulgaris Moench"
"Carduus pycnocephalus Linn."
"Carduus nutans Linn."
"Cirsium lanceolatum Scop."
"Cirsium eriophorum (L.) Scop."
"Quercus sessiliflora Salisb."
"Cirsium polyanthemum DC."
"Cirsium erisithales (Jacq.) Scop"
"Cirsium acaule Scop."
"Hieracium heterospermum Arv.-Tou"
"Hieracium humile Jacq."
"Hieracium amplexicaule L. s.l."
"Hieracium alpinum L."
"Hieracium praealtum Vill. ex Goc"
"Hieracium auricula Lam. et DC."
"Hieracium brachiatum Bertol. ex"
"Hieracium pilosella L."
"Hieracium crinitum Sm."
"Hieracium boreale Fr. var. sabau"
"Hieracium umbellatum L."
"Lappa officinalis All."
"Serratula tinctoria Linn."
"Hedypnois polymorpha DC."
"Lampsana Communis L."
"Lampsana communis L."
"Arnoseris pusilla Gaertn."
"Tolpis umbellata Bert."
"Tolpis virgata Bert."
"Seriola aetnensis L."
"Robertia taraxacoides  DC."
"Thrincia hirta Roth"
"Thrincia tuberosa DC."
"Leontodon pyrenaicum Gouan"
"Leontodon hastilis L. var. hispi"
"Leontodon hispidum L."
"Leontodon villarsii Lois."
"Scorzonera aristata Ramond ex DC"
"Scorzonera purpurea Linn."
"Tragopogon eriospermum Ten."
"Podospermum laciniatum (L.) DC."
"Tragopogon pratense L."
"Picris hieracioides Linn."
"Helminthia echioides Gaertn."
"Picridium vulgare Desf."
"Sonchus arvensis Linn."
"Prenanthes purpurea L."
"Lactuca virosa L."
"Lactuca scariola L."
"Lactuca perennis L."
"Crepis aurea (L.) Cass."
"Crepis paludosa (L.) Moench"
"Crepis foetida L."
"Crepis vesicaria L."
"Crepis bulbosa Froel."
"Zacintha verrucosa Gaertn."
"Andryala sinuata L."
"1860Trachelium caeruleum L."
"Specularia speculum veneris A.DC"
"Campanula persicifolia L."
"Campanula scheuchzeri Vill."
"Campanula glomerata L."
"Phyteuma michelii All."
"Phyteuma halleri All."
"Phyteuma orbiculare L."
"Cistus salvifolius L. var. Vulga"
"Arabis pauciflora (Grimm) Garcke"
"Populus ×canadensis Moench"
"Carduncellus lanatus Mor."
"Tragopogon porrifolius L."
"Centaurea maculosa Lam."
"Centaurea montana Linn."
"Centaurea transalpina Schleich."
"Centaurea amara L."
"Centaurea alba L. β deusta Dec."
